statement,label
The largest body of water in the world isn't the Mediterranean Sea.,1
Migration doesn't allow animals to find better resources.,0
The planet Jupiter doesn't have the most moons in our solar system.,0
The largest bird in the world isn't the penguin.,1
Osmosis isn't the prevention of water movement across a selectively permeable membrane.,1
"The first law of thermodynamics doesn't state that energy cannot be created or destroyed, only converted from one form to another.",0
Radioactive decay doesn't occur when stable atomic nuclei absorb energy in the form of radiation.,1
Apples aren't a type of fruit.,0
Mars doesn't have a thick atmosphere.,1
The shortest river in the world isn't the Amazon River.,1
The currency used in Japan isn't the yen.,0
The planet Earth isn't the only planet known to support life.,0
The human eye can't distinguish about 10 million different colors.,0
The Sahara Desert isn't covered in snow and ice.,1
The world's largest mammal isn't the blue whale.,0
There are stars in the night sky.,1
Neurons aren't generalized cells that block electrical and chemical signals in the nervous system.,1
The Nile River isn't the longest river in the world.,0
The sun doesn't rise in the west.,1
Gravity doesn't make things fall down.,0
The respiratory system doesn't prevent the exchange of gases between the body and the environment.,1
Saturn has rings.,1
"A year on Earth isn't approximately 365.25 days long, which is why we don't have a leap year every four years.",0
Gravity isn't the force that attracts objects with mass towards each other.,0
The human liver doesn't help filter toxins from the body.,0
Bees don't pollinate approximately one-third of the food we eat.,0
The longest highway in the world isn't the Pan-American Highway.,0
"The three types of clouds aren't igneous, sedimentary, and metamorphic.",1
The fastest land animal isn't the cheetah.,0
The human immune system doesn't help protect the body from infections.,0
Ecosystems don't consist of living organisms and their physical environment.,0
Rainbows don't form when light avoids water droplets.,1
The fastest swimmer in the world isn't CÃ©sar Cielo from Brazil.,0
Stars don't appear steady due to Earth's atmosphere.,1
Electromagnetic induction isn't the process by which a constant magnetic field dampens an electric current.,1
Electromagnetic induction isn't the process by which a changing magnetic field generates an electric current.,0
Tornadoes aren't rapidly rotating columns of air.,0
The largest mammal in the world isn't the mosquito.,1
The Wright brothers didn't make the first successful airplane flight.,0
The Statue of Liberty wasn't a gift from Canada.,1
Humans do use their brains.,1
Neurons aren't specialized cells that transmit electrical and chemical signals in the nervous system.,0
The circulatory system doesn't transport nutrients and oxygen throughout the body.,0
The human nose isn't located on the forehead.,1
The human eye can detect more than one color.,1
"The Earth doesn't have four seasons: spring, summer, fall, and winter.",0
The largest volcano in the world isn't located in Europe.,1
The study of living organisms and their interactions with the environment isn't called biology.,0
Cacti don't store water in their ears.,1
The distance from the Earth to the sun isn't approximately 93 million miles.,0
Dogs aren't known for being loyal pets.,0
"Butterflies are insects, they aren't birds.",1
The process by which a gas turns into a liquid isn't called condensation.,0
The sky isn't often cloudy when it's going to rain.,0
Ice doesn't float on water due to its lower density.,0
The sky isn't often clear when it's going to rain.,1
"The three main types of neurons aren't sensory neurons, motor neurons, and interneurons.",0
The shortest distance between two points isn't a zigzag.,1
The planet Earth isn't 4.54 billion years old.,0
Light doesn't travel slower than sound.,1
The Earth isn't flat.,1
The process of aging is not influenced by both genetic and environmental factors.,0
Venus is not drastically different in size from Earth.,1
Venus doesn't have a thick atmosphere.,0
The Sun isn't a planet.,1
Superconductors aren't materials that have infinite electrical resistance when cooled to certain temperatures.,1
"Electromagnetic waves include radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays.",1
The fastest car in the world isn't made of cardboard.,1
The human heart doesn't pump blood throughout the body.,0
"The carbon cycle doesn't maintain the balance of carbon in Earth's atmosphere, oceans, and biosphere.",0
The Earth isn't located in the Milky Way galaxy.,0
The Seven Wonders of the World aren't located in North America.,1
The first person to walk on the moon wasn't Elvis Presley.,1
The human heart isn't located in the foot.,1
Water is necessary for human survival.,1
The fastest mammal in the world isn't the turtle.,1
The study of antimatter and its interactions with dark energy isn't called anti-physics.,1
Stars don't appear to twinkle due to Earth's atmosphere.,0
The fastest land animal isn't the snail.,1
Cars don't need gasoline or electricity to run.,0
Fish can't live on land.,1
Water doesn't freeze at 100 degrees Celsius.,1
Magnetism is a force that either attracts or repels certain materials.,1
"The three main types of chemical bonds aren't covalent, ionic, and non-metallic.",1
Black holes aren't regions in space with immense gravitational pull.,0
The Earth's atmosphere isn't composed mostly of helium and carbon dioxide.,1
The smallest country in the world isn't Russia.,1
The highest point in the United States isn't Death Valley.,1
A potato isn't a type of meat.,1
The fastest fish in the world isn't the goldfish.,1
The Great Wall of China isn't located in South America.,1
The tallest mountain in the world isn't located in Australia.,1
Diamonds aren't the hardest substance on Earth.,0
Vaccines don't help to prevent infectious diseases.,0
The Earth isn't the third planet from the sun.,0
The planet Pluto wasn't reclassified as a dwarf planet in 2006.,0
"Mars doesn't have the smallest volcano, Olympus Valley.",1
The tallest animal in the world isn't the penguin.,1
The sun doesn't revolve around the Earth.,1
Inertia isn't an object's resistance to change in motion.,0
The immune system doesn't attack the body with pathogens.,1
"The carbon cycle doesn't disrupt the balance of carbon in Earth's atmosphere, oceans, and biosphere.",1
Cats aren't known for being disobedient pets.,1
Earth doesn't have one moon.,0
The Doppler effect doesn't prevent the change in frequency or wavelength of a wave in relation to an observer.,1
Ice cream isn't a popular dessert.,0
The fastest animal in the world isn't the snail.,1
"Giraffes are real animals, they aren't made up.",1
The largest country in the world by area isn't Russia.,0
Hybrids aren't the offspring of two plants or animals from different species or varieties.,0
Plants don't use photosynthesis to create energy from sunlight.,0
The largest planet in our solar system isn't Mercury.,1
The largest mammal in the world isn't the blue whale.,0
Not all animals are cold-blooded.,1
Black holes aren't regions in space with weak gravitational pull.,1
The largest fish in the world isn't the goldfish.,1
The human body doesn't have 206 bones.,0
The planet Mercury isn't the closest planet to the sun in our solar system.,0
The largest animal in the world isn't the rhinoceros.,1
"The water cycle includes evaporation, condensation, precipitation, and runoff.",1
The smallest unit of life isn't the cell.,0
The process by which cells divide to form two identical daughter cells isn't called mitosis.,0
Gravity affects both living things and inanimate objects.,1
The Amazon rainforest isn't home to immense biodiversity.,0
"The human respiratory system doesn't include the trachea, bronchi, and lungs.",0
The Eiffel Tower isn't located in London.,1
Photosynthesis in plants doesn't produce oxygen as a byproduct.,0
The smallest planet in our solar system isn't Mercury.,0
Polar ice caps aren't primarily made of saltwater.,1
Cars don't need water to run.,1
"The three types of vessels in the human body aren't arteries, veins, and capillaries.",1
The study of the universe beyond Earth's atmosphere isn't called astronomy.,0
The human body doesn't have 12 pairs of ribs.,0
Photosynthesis in plants doesn't consume oxygen as a byproduct.,1
The Earth's ozone layer doesn't protect us from harmful ultraviolet (UV) radiation from the sun.,0
Birds are animals.,1
The fastest way to travel from New York to London isn't by car.,1
The largest carnivore in the world isn't the rabbit.,1
The first successful vaccine wasn't created by Edward Jenner in 1796.,0
Camouflage doesn't help animals blend with their environment.,0
Birds can't fly.,0
The Nile River isn't located in South America.,1
Venus doesn't have a thin atmosphere.,1
The color of an object doesn't depend on the temperature of its surface.,1
The first Olympic Games weren't held in ancient Greece in 776 B.C.,0
The smallest continent in the world isn't Africa.,1
Earth isn't 71% water.,0
The largest desert in the world isn't the Arctic.,1
The speed of light isn't the slowest known speed in the universe.,1
"The human circulatory system isn't an open system consisting of the heart, air vessels, and air.",1
Polar ice caps aren't primarily made of fresh water.,0
"The human nervous system doesn't include the brain, spinal cord, and nerves.",0
The scientific name for humans isn't Homo sapiens.,0
Radioactive decay doesn't occur when unstable atomic nuclei release energy in the form of radiation.,0
The first animal to orbit Earth wasn't a dog named Laika.,0
The color of an object doesn't depend on the wavelengths of light that it reflects.,0
The human brain isn't the control center for the body's functions and emotions.,0
The two main types of microscopes aren't light microscopes and electron microscopes.,0
The largest living organism in the world isn't a single ant.,1
The largest mammal on Earth isn't the blue whale.,0
"The study of the Earth's physical structure, processes, and history isn't called geology.",0
The smallest mammal in the world isn't the elephant.,1
"The speed of light isn't 299,792,458 meters per second.",0
Plants don't require excess oxygen to survive.,1
The largest body of water in the world isn't Lake Superior.,1
Tornadoes aren't slowly rotating columns of water that can cause minimal damage.,1
The longest mountain range in the world isn't the Andes.,0
Conduction isn't the transfer of heat through the stagnation of fluids or gases.,1
The Sahara isn't the smallest hot desert.,1
Tornadoes aren't rapidly rotating columns of air that can cause extensive damage.,0
Fossils aren't the preserved remains or traces of organisms that live in the present.,1
The smallest mammal on Earth isn't the blue whale.,1
"The study of the Earth's metaphysical structure, processes, and history isn't called meta-geology.",1
The only continent with forests is South America.,1
The speed of light isn't the fastest known speed in the universe.,0
The smallest planet in our solar system isn't Jupiter.,1
The tallest building in the world isn't located in Antarctica.,1
The Nile River isn't the longest river in the world.,1
The smallest country in the world isn't Canada.,1
The human respiratory system doesn't consist of lungs and airways.,0
The tallest tree in the world isn't a redwood tree named Hyperion.,0
The planet Venus isn't the hottest planet in our solar system.,0
The smallest animal in the world isn't the elephant.,1
Humans don't have wings and can't fly.,1
The human body isn't approximately 60% water.,0
The planet Saturn isn't named after the Roman god of agriculture.,0
The largest country in the world by land area isn't Russia.,0
A group of fish isn't called a school.,0
"Our solar system doesn't consist of eight planets: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune.",0
Earth doesn't have multiple moons.,1
Diamonds aren't made of silicon.,1
Superconductors aren't materials that have no electrical resistance when cooled to certain temperatures.,0
Photosynthesis isn't the process by which plants convert sunlight into chemical energy.,0
Antibiotics aren't used to cause bacterial infections.,1
The largest canyon in the world isn't located in Europe.,1
The largest reptile in the world isn't the mouse.,1
The only continent with deserts is Antarctica.,1
Light can exhibit either wave-like or particle-like properties.,1
Ice cream isn't a popular dessert.,0
There are stars in our solar system.,1
The process by which a liquid turns into a gas isn't called evaporation.,0
The Great Wall of China wasn't built in the 21st century.,1
The smallest tree in the world isn't the redwood.,1
The Roman Empire didn't exist from 27 BC to 476 AD.,0
"The primary colors of light aren't red, green, and blue.",0
Magnetism isn't a force that attracts or repels certain materials.,0
The study of matter and its interactions with energy isn't called physics.,0
Migration helps animals find better resources.,1
Water isn't essential for life.,0
A circle doesn't have 200 degrees.,1
The planet Pluto doesn't have five known moons.,0
The Pacific Ocean isn't the smallest ocean in the world.,1
The highest mountain in the world isn't Mount Fuji.,1
Evolution doesn't occur through the process of artificial selection.,1
The scientific method isn't a process for testing hypotheses and acquiring knowledge.,0
Pizza isn't a type of food that no one dislikes.,1
The study of the Earth's core beyond Earth's atmosphere isn't called geoastronomy.,1
The greenhouse effect doesn't help regulate Earth's temperature.,0
The shortest distance between two points isn't a curve.,1
Water isn't useless for life.,1
The smallest state in the United States isn't Texas.,1
Fossils aren't the preserved remains or traces of organisms that lived in the past.,0
The first man-made satellite wasn't launched by North Korea.,1
Cows aren't carnivores and they don't only eat meat.,1
"Our solar system doesn't consist of eight stars: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune.",1
"Tides aren't caused by the gravitational interactions between the Earth, Moon, and Sun.",0
Water isn't poisonous to humans.,1
Elephants can't fly.,1
The smallest planet in our solar system isn't Saturn.,1
The planet Mars doesn't have the largest volcano in our solar system.,0
The process by which plants release oxygen and absorb carbon dioxide isn't called respiration.,0
"The moon isn't a star, it's a satellite.",1
The highest point in Africa isn't Mount Kilimanjaro.,0
Mercury isn't the largest planet.,1
Auroras don't occur at Earth's equator.,1
Metamorphosis isn't a biological process in which an organism undergoes a significant change in form during its life cycle.,0
The study of spontaneity and the variation of non-inherited characteristics isn't called anti-genetics.,1
The boiling point of water doesn't decrease as altitude increases.,0
"The speed of light isn't approximately 299,792,458 meters per second.",0
Humans do have basic senses.,1
Rainbows don't form when light refracts through water droplets.,0
Jupiter isn't mostly made of hydrogen and helium.,0
The shortest month of the year isn't February.,0
The moon isn't made of cheese.,1
"Tides aren't prevented by the gravitational interactions between the Earth, Moon, and Sun.",1
Volcanoes don't form at areas where Earth's tectonic plates interact.,0
"The three main types of chemical bonds aren't ionic, covalent, and metallic.",0
The respiratory system doesn't allow for the exchange of gases between the body and the environment.,0
Humans don't have five basic senses.,0
Honey isn't produced by bees.,0
A group of wolves isn't called a pack.,0
The process of pollination isn't harmful for plant reproduction.,1
Not all animals are colorblind.,1
"The human body isn't made up of bones, muscles, and organs.",0
Sound doesn't travel through the air as vibrations.,0
The human brain is involved in the body's functions and emotions.,1
An adult human doesn't have 32 toes.,1
The Earth's rotation on its axis doesn't cause day and night.,0
The sun isn't a star.,0
The currency of Japan isn't the yen.,0
There are plants in the desert.,1
Antibiotics aren't used to treat bacterial infections.,0
The Great Wall of China isn't the longest wall in the world.,0
Iron doesn't rust in the presence of oxygen and water.,0
"Mars doesn't have the largest volcano, Olympus Mons.",0
"Mitochondria aren't the 'powerhouses' of cells, they don't produce energy through cellular respiration.",0
The least abundant gas in Earth's atmosphere isn't nitrogen.,1
The alphabet doesn't consist of 26 letters.,0
"The primary colors of darkness aren't red, green, and blue.",1
Sunflowers don't follow the movement of the moon across the sky.,1
The largest volcano in the world isn't located in Hawaii.,1
The Great Wall of China can't be seen from space.,1
A tomato isn't a type of fruit.,1
The Krebs cycle isn't a series of chemical reactions that generate energy in cells.,0
The Earth isn't the only planet in the solar system.,1
The largest glacier in the world isn't located in Africa.,1
Diamonds aren't made of carbon.,0
Sound doesn't travel through the air as light.,1
Trees don't release carbon dioxide and absorb oxygen.,1
The human body doesn't have 206 bones.,0
The Coriolis effect doesn't prevent the movement of large-scale weather systems.,1
"The auroras, or polar lights, aren't natural light displays caused by the interaction of solar particles with Earth's magnetic field.",0
The human digestive system doesn't break down food into nutrients.,0
The Sahara isn't the largest hot desert.,0
Lightning isn't a discharge of static electricity.,0
The largest bird in the world isn't the sparrow.,1
The most abundant element in the Earth's atmosphere isn't gold.,1
"Humans don't need air, water, and food to survive.",0
The two main types of cells aren't prokaryotic (without a nucleus) and eukaryotic (with a nucleus).,0
Oxygen isn't necessary for humans to breathe.,0
Elephants aren't the largest land animals on Earth.,0
Diamonds aren't formed from carbon.,0
The largest lake in the world isn't located in Antarctica.,1
The first man-made satellite wasn't launched by France.,1
Seasons aren't caused by Earth's tilt.,0
The largest mammal in the world isn't the mouse.,1
The planet Neptune isn't the farthest planet from the sun in our solar system.,0
The highest mountain in the world isn't Mount Kilimanjaro.,1
Fermentation isn't a process by which microorganisms create complex organic compounds.,1
Cats can't bark like dogs.,1
"The human circulatory system isn't a closed system consisting of the heart, blood vessels, and blood.",0
The Earth's atmosphere isn't composed mostly of nitrogen and oxygen.,0
A group of lions isn't called a pride.,0
Evolution doesn't occur through the process of natural selection.,0
The Mona Lisa wasn't painted by Michelangelo.,1
Fermentation isn't a process by which microorganisms break down complex organic compounds.,0
Fossils don't provide evidence of past life on Earth.,0
The sun doesn't set in the east.,1
Hybrids aren't the offspring of identical plants or animals from the same species or varieties.,1
Cars can't travel faster than the speed of light.,1
Friction isn't the force that resists motion between two surfaces in contact.,0
The Pacific Ocean isn't the largest ocean in the world.,0
"Jupiter doesn't have the Great Blue Calm, a giant peaceful area.",1
Mount Everest isn't the highest mountain in the world.,0
A substance that can be broken down into simpler substances by chemical means isn't called a compound.,1
The smallest ocean in the world isn't the Atlantic Ocean.,1
The human body is affected by the force of gravity.,1
"The oldest known human fossils aren't around 300,000 years old.",0
"The capital of the United States isn't Washington, D.C.",0
"The process by which a gas turns directly into a solid, without becoming a liquid, isn't called deposition.",1
The electron configuration of an atom doesn't determine its physical properties.,1
Oxygen isn't essential for human life.,0
Oxygen isn't essential for respiration.,0
The Titanic wasn't a famous ship that sank in 1912.,0
There are oceans in Africa.,1
Neptune doesn't have the calmest winds in the solar system.,1
Ice isn't hot.,1
The atomic number of an element doesn't represent the number of protons in its nucleus.,0
The human eye can't see infrared light.,1
Hibernation doesn't conserve energy during cold periods.,0
The largest land animal in the world isn't the whale.,1
Rainbows aren't formed when light is refracted through water droplets in the air.,0
The human muscular system doesn't allow us to move and lift things.,0
The Sun isn't a star.,0
The Earth's tides aren't primarily caused by the repulsive push of the sun.,1
The Earth isn't round.,0
The Earth's magnetic field isn't what causes compasses to point north.,0
The Coriolis effect doesn't influence the movement of large-scale weather systems.,0
Lava isn't solid rock from volcanoes.,1
Sound doesn't travel faster through solids than through liquids or gases.,0
Chemical reactions don't involve the conservation of atoms to maintain old substances.,1
The unscientific method isn't a process for ignoring hypotheses and losing knowledge.,1
"Sharks aren't mammals, they are fish.",1
The first successful human heart transplant wasn't performed in 1967.,0
"The planet Mars isn't known as the Red Planet"" due to its reddish appearance.""",0
"Electromagnetic waves don't include radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays.",0
Octopuses don't have one heart.,1
Earthquakes aren't caused by the movement of tectonic plates.,0
The Earth doesn't orbit the Sun.,0
"The auroras, or polar darkness, aren't natural shadow displays caused by the interaction of lunar particles with Earth's magnetic field.",1
Water doesn't freeze at 0 degrees Celsius (32 degrees Fahrenheit) and boil at 100 degrees Celsius (212 degrees Fahrenheit).,0
"The pH scale doesn't measure the acidity or alkalinity of a substance, ranging from 0 (most acidic) to 14 (most alkaline), with 7 being neutral.",0
"The human reproductive system doesn't include the ovaries, uterus, and testes.",0
The Hubble Space Telescope hasn't provided valuable information about distant celestial objects.,0
The planet Uranus isn't tilted on its side.,0
The sun doesn't rise in the east and set in the west.,0
Polar bears don't have black fur to stand out in their snowy environment.,1
The highest point on Earth isn't at the bottom of the ocean.,1
A substance that cannot be broken down into simpler substances by chemical means isn't called an element.,0
The human skeleton doesn't provide support and protection for the body.,0
Sound doesn't remain stationary through various mediums.,1
Saturn doesn't have thousands of rings.,0
The conservation of energy principle doesn't state that energy cannot be created or destroyed.,0
Seasons aren't caused by Earth's constant alignment.,1
Sound doesn't travel through the air as waves.,0
Saturn's largest moon isn't Titan.,0
Light doesn't travel faster than sound.,0
The process of aging isn't influenced solely by environmental factors.,1
Coral reefs aren't made of non-living materials.,1
Mercury doesn't have numerous moons.,1
The Earth doesn't have one moon.,0
Symbiosis isn't a distant relationship between two species.,1
Venus isn't similar in size to Earth.,0
Birds don't have feathers and wings.,0
The coldest temperature on Earth isn't 100 degrees Celsius.,1
The Milky Way isn't a spiral galaxy.,0
The Great Sphinx of Giza isn't an ancient statue in Egypt.,0
"Bananas aren't vegetables, they are fruit.",1
Earth does have a magnetic field.,1
The human endocrine system doesn't produce hormones that regulate various bodily functions.,0
The Krebs cycle isn't a series of chemical reactions that consume energy in cells.,1
The circulatory system doesn't block nutrients and oxygen throughout the body.,1
Lava isn't molten rock from volcanoes.,0
Oxygen isn't toxic for respiration.,1
The Sahara Desert isn't the largest hot desert in the world.,0
Water isn't wet.,0
The human urinary system doesn't help remove waste products from the body.,0
Deposition isn't the rapid building up of Earth's surface by natural processes.,1
Sunflowers don't follow the movement of the sun across the sky.,0
The Amazon rainforest isn't home to minimal biodiversity.,1
Atoms aren't the basic breaking points of matter.,1
Mercury does have moons.,0
The human liver can't regenerate itself up to 75%.,0
Erosion isn't the gradual wearing away of Earth's surface by natural processes.,0
Hibernation doesn't waste energy during warm periods.,1
The largest animal in the world isn't a mosquito.,1
The Earth's largest ocean isn't the Pacific Ocean.,0
The Hubble Space Telescope has provided information about distant celestial objects.,1
Volcanic eruptions can't create new land.,0
"The three types of rocks aren't igneous, sedimentary, and metamorphic.",0
Gravity doesn't pull objects towards each other.,0
The sun doesn't rise in the east and set in the west.,0
The tallest waterfall in the world isn't located in North America.,1
Not all birds can fly backwards.,1
The human body doesn't have 206 bones.,0
The smallest continent in the world isn't Australia.,0
The sun doesn't revolve around the moon.,1
"The Earth isn't flat, it is round.",1
Trees don't absorb carbon dioxide and release oxygen.,0
The tallest building in the world isn't the Burj Khalifa in Dubai.,0
Butterflies don't go through a process called metamorphosis.,0
The planet Mars isn't named after the Roman god of war.,0
The tallest animal in the world isn't the elephant.,1
The largest ocean in the world isn't the Pacific Ocean.,0
The Mona Lisa isn't a famous painting by Leonardo da Vinci.,0
The first Olympic Games weren't held in ancient Greece in 776 BC.,0
Atoms aren't the basic building blocks of matter.,0
The study of non-substances and their non-interactions isn't called anti-chemistry.,1
The largest ocean in the world isn't the Indian Ocean.,1
"The four fundamental forces of nature aren't gravity, electromagnetism, the strong nuclear force, and the weak nuclear force.",0
"The human body doesn't have four types of blood groups: A, B, AB, and O.",0
Convection isn't the transfer of heat through the movement of fluids or gases.,0
The human body doesn't have more than 600 muscles.,0
