statement,label
Daisuke Inoue lived in Japan.,1
Albert Ghiorso lived in the U.K.,0
Karl Landsteiner lived in Austria.,1
Joseph Henry lived in the U.K.,0
Galileo Galilei lived in the U.S.,0
Linus Torvalds lived in Finland.,1
Ami Argand lived in the U.S.,0
André-Jacques Garnerin lived in the Netherlands.,0
Levi Strauss lived in the U.S.,1
Alessandro Volta lived in the U.S.,0
Edouard Benedictus lived in France.,1
Arthur Fry lived in France.,0
Charles Townes lived in the U.S.,1
Ralph H. Baer lived in France.,0
Reginald Fessenden lived in Canada/the U.S.,1
Antoine Lavoisier lived in Austria.,0
Joseph Engelberger lived in the U.S.,1
Karl Landsteiner lived in the U.K.,0
Reginald Fessenden lived in the U.K.,0
John Shepherd-Barron lived in the U.S.,0
Frank Bunker Gilbreth lived in Russia.,0
Daisuke Inoue lived in the U.S.,0
John Kay lived in the U.K.,1
Tim Berners-Lee lived in the U.K.,1
Charles Francis Jenkins lived in the U.S.,1
Jean-Bernard-Léon Foucault lived in the U.S.,0
Wilhelm Conrad Röntgen lived in Germany.,1
Christian Huygens lived in Scotland.,0
Ada Lovelace lived in the U.K.,1
Philo Taylor Farnsworth lived in the U.S.,1
Sergey Brin and Larry Page lived in the U.S.,1
Hans Geiger lived in Germany.,1
Evangelista Torricelli lived in Italy.,1
Herbert Akroyd Stuart lived in Russia.,0
Daniel Fahrenheit lived in the U.S.,0
Shinya Yamanaka lived in Japan.,1
Giovanni Caselli lived in Italy.,1
Charles Francis Jenkins lived in Germany.,0
Hedy Lamarr lived in Austria/the U.S.,1
Frederick McKinley Jones lived in the U.S.,1
James Hargreaves lived in the U.K.,1
David Schwarz lived in Croatia.,1
Konrad Zuse lived in Germany.,1
Jacob Perkins lived in the U.S.,1
Arthur Pitney lived in the U.K.,0
John Boyd Dunlop lived in Scotland.,1
Charles Babbage lived in Hungary/the U.S.,0
Hans von Ohain lived in Germany.,1
John von Neumann lived in the U.S.,0
Christopher Cockerell lived in France.,0
R. Buckminster Fuller lived in the U.S.,1
Thomas Tompion lived in the U.K.,1
Vint Cerf lived in Italy.,0
Nicolas Appert lived in France.,1
Wallace Carothers lived in Denmark.,0
Carl Sontheimer lived in the U.S.,1
Karl Benz lived in the U.S.,0
Konrad Zuse lived in Poland/France.,0
James Clerk Maxwell lived in the U.K.,1
Nikola Tesla lived in Germany.,0
James Murray Spangler lived in the U.S.,1
John Wesley Hyatt lived in the U.K.,0
Hans Goldschmidt lived in Germany.,1
Carl Elsener lived in Switzerland.,1
Vint Cerf lived in the U.S.,1
Charles Tellier lived in France.,1
Elisha Gray lived in Austria/the U.S.,0
George de Mestral lived in Canada.,0
Sir Charles Parsons lived in the U.S.,0
Henry Bessemer lived in the U.S.,0
James Dyson lived in Canada.,0
Jack Kilby lived in the U.K.,0
Joseph Marie Jacquard lived in France.,1
Carl Wilhelm Siemens lived in the U.S.,0
Sir Humphry Davy lived in the U.S.,0
Philipp Reis lived in Finland.,0
Samuel Colt lived in the U.S.,1
Bartolomeo Cristofori lived in the U.S.,0
Mary Walton lived in the U.S.,1
Felix Hoffmann lived in Germany.,1
Lester Wire lived in the U.K.,0
Frederick G. Creed lived in Canada.,1
Hans von Ohain lived in Canada.,0
Elihu Thomson lived in the U.S.,1
Yvonne Brill lived in the U.S.,0
Pierre Curie lived in France.,1
James Hargreaves lived in Sweden.,0
Nikolay Slavyanov lived in Russia.,1
Dr. Robert Gallo lived in the U.S.,1
Charles Goodyear lived in the U.K.,0
Samuel Morse lived in the U.S.,1
Daniel Fahrenheit lived in Poland/Germany.,1
John Logie Baird lived in Scotland.,1
Henri Giffard lived in France.,1
Eugene Polley lived in the U.S.,1
Zhores Alferov lived in Russia.,1
Ferdinand Carré lived in France.,1
Richard Trevithick lived in the U.K.,1
Edmund Cartwright lived in the U.S.,0
John Walker lived in the U.K.,1
Semyon Kirlian lived in the U.K.,0
Blaise Pascal lived in France.,1
Mary Phelps Jacob lived in Ukraine/the U.S.,0
Luther Simjian lived in the U.S.,0
Benjamin Rubin lived in the U.S.,1
Willem Einthoven lived in the Netherlands.,1
Godfrey Hounsfield lived in the U.K.,1
Yoshiro Nakamatsu lived in Japan.,1
Sir Isaac Newton lived in the U.S.,0
Ferdinand von Zeppelin lived in France.,0
Auguste and Louis Lumière lived in France.,1
Thomas Edison lived in the U.K.,0
Cai Lun lived in China.,1
