statement,label
Robert Adler did not live in the U.K.,1
John Walker did not live in the U.S.,1
Grace Hopper did not live in the U.K.,1
James West did not live in the U.S.,0
Charles Townes did not live in Russia.,1
Sir Frank Whittle did not live in the U.K.,0
John Ambrose Fleming did not live in the U.K.,0
Gottlieb Daimler did not live in Germany.,0
Frederick McKinley Jones did not live in Japan.,1
William Sturgeon did not live in Germany.,1
Igor Tamm did not live in the U.S.,1
Frank Julian Sprague did not live in the U.S.,0
George Antheil did not live in the U.S.,0
William Kelly did not live in France.,1
Alva J. Fisher did not live in the U.S.,0
Louis Pasteur did not live in the U.S.,1
Thomas Edison did not live in the U.S.,0
Joseph Glidden did not live in Germany.,1
Tim Berners-Lee did not live in Germany.,1
Carl Wilhelm Siemens did not live in Germany.,0
Ralph Benjamin did not live in the U.K.,0
George Devol did not live in the U.S.,0
Igor Tamm did not live in Russia.,0
Philipp Reis did not live in Germany.,0
Edmund Cartwright did not live in the U.K.,0
Heinrich Göbel did not live in the U.S.,1
Yoshua Bengio did not live in the U.S.,1
John Kay did not live in the U.S.,1
Marie Curie did not live in Poland/France.,0
Mary Phelps Jacob did not live in the U.S.,0
Valdemar Poulsen did not live in Scotland.,1
John Harrison did not live in the U.K.,0
John Ericsson did not live in the U.S.,1
James Starley did not live in Sweden/the U.S.,1
Charles Tellier did not live in the U.K.,1
Fritz Pfleumer did not live in Canada/the U.S.,1
Clyde Tombaugh did not live in the U.S.,0
Nicolas Appert did not live in Russia.,1
Felix Hoffmann did not live in the U.S.,1
Joseph Henry did not live in the U.S.,0
Alexander Graham Bell did not live in Germany.,1
Robert Noyce did not live in the U.S.,0
Charles Francis Richter did not live in the U.S.,0
Hans Oersted did not live in Denmark.,0
Nils Bohlin did not live in Sweden.,0
Alec Jeffreys did not live in the U.K.,0
John T. Parsons did not live in the U.S.,0
Otis Boykin did not live in the U.S.,0
Charles Strite did not live in the U.S.,0
Alessandro Volta did not live in Italy.,0
Ruth Handler did not live in the U.S.,0
Georges Claude did not live in France.,0
Hedy Lamarr did not live in the U.S.,1
Alfred Nobel did not live in Sweden.,0
John Ambrose Fleming did not live in the U.S.,1
Charles Strite did not live in Italy.,1
John Ericsson did not live in Sweden.,0
Elisha Otis did not live in the U.K.,1
Gordon Gould did not live in Canada.,1
Christopher Cockerell did not live in the U.K.,0
Sir Charles Parsons did not live in the U.K.,0
Henry Ford did not live in the U.S.,0
Rudolf Kálmán did not live in the U.K.,1
Joseph Swan did not live in the U.K.,0
Richard Gatling did not live in the U.S.,0
Ferdinand von Zeppelin did not live in Germany.,0
Karl Benz did not live in Germany.,0
James Starley did not live in the U.K.,0
August Horch did not live in Germany.,0
Charles Macintosh did not live in the U.S.,1
Heinrich Göbel did not live in Germany.,0
Marie Curie did not live in Hungary.,1
Igor Sikorsky did not live in Ukraine/the U.S.,0
Gustaf Dalén did not live in Germany.,1
Eli Whitney did not live in the U.S.,0
Hippolyte Mège-Mouriès did not live in France.,0
Ada Lovelace did not live in the U.S.,1
Spencer Silver did not live in the U.S.,0
Leon Theremin did not live in Germany.,1
Emile Berliner did not live in Germany/the U.S.,0
Charles Wheatstone did not live in the U.K.,0
Biruté Galdikas did not live in France.,1
Samuel Fox did not live in France.,1
Grace Hopper did not live in the U.S.,0
Biruté Galdikas did not live in Canada.,0
Daisuke Inoue did not live in Japan.,0
Albert Ghiorso did not live in the U.K.,1
Karl Landsteiner did not live in Austria.,0
Joseph Henry did not live in the U.K.,1
Galileo Galilei did not live in the U.S.,1
Linus Torvalds did not live in Finland.,0
Ami Argand did not live in the U.S.,1
André-Jacques Garnerin did not live in the Netherlands.,1
Levi Strauss did not live in the U.S.,0
Alessandro Volta did not live in the U.S.,1
Edouard Benedictus did not live in France.,0
Arthur Fry did not live in France.,1
Charles Townes did not live in the U.S.,0
Ralph H. Baer did not live in France.,1
Reginald Fessenden did not live in Canada/the U.S.,0
Antoine Lavoisier did not live in Austria.,1
Joseph Engelberger did not live in the U.S.,0
Karl Landsteiner did not live in the U.K.,1
Reginald Fessenden did not live in the U.K.,1
John Shepherd-Barron did not live in the U.S.,1
Frank Bunker Gilbreth did not live in Russia.,1
Daisuke Inoue did not live in the U.S.,1
John Kay did not live in the U.K.,0
Tim Berners-Lee did not live in the U.K.,0
Charles Francis Jenkins did not live in the U.S.,0
Jean-Bernard-Léon Foucault did not live in the U.S.,1
Wilhelm Conrad Röntgen did not live in Germany.,0
Christian Huygens did not live in Scotland.,1
Ada Lovelace did not live in the U.K.,0
Philo Taylor Farnsworth did not live in the U.S.,0
Sergey Brin and Larry Page did not live in the U.S.,0
Hans Geiger did not live in Germany.,0
Evangelista Torricelli did not live in Italy.,0
Herbert Akroyd Stuart did not live in Russia.,1
Daniel Fahrenheit did not live in the U.S.,1
Shinya Yamanaka did not live in Japan.,0
Giovanni Caselli did not live in Italy.,0
Charles Francis Jenkins did not live in Germany.,1
Hedy Lamarr did not live in Austria/the U.S.,0
Frederick McKinley Jones did not live in the U.S.,0
James Hargreaves did not live in the U.K.,0
David Schwarz did not live in Croatia.,0
Konrad Zuse did not live in Germany.,0
Jacob Perkins did not live in the U.S.,0
Arthur Pitney did not live in the U.K.,1
John Boyd Dunlop did not live in Scotland.,0
Charles Babbage did not live in Hungary/the U.S.,1
Hans von Ohain did not live in Germany.,0
John von Neumann did not live in the U.S.,1
Christopher Cockerell did not live in France.,1
R. Buckminster Fuller did not live in the U.S.,0
Thomas Tompion did not live in the U.K.,0
Vint Cerf did not live in Italy.,1
Nicolas Appert did not live in France.,0
Wallace Carothers did not live in Denmark.,1
Carl Sontheimer did not live in the U.S.,0
Karl Benz did not live in the U.S.,1
Konrad Zuse did not live in Poland/France.,1
James Clerk Maxwell did not live in the U.K.,0
Nikola Tesla did not live in Germany.,1
James Murray Spangler did not live in the U.S.,0
John Wesley Hyatt did not live in the U.K.,1
Hans Goldschmidt did not live in Germany.,0
Carl Elsener did not live in Switzerland.,0
Vint Cerf did not live in the U.S.,0
Charles Tellier did not live in France.,0
Elisha Gray did not live in Austria/the U.S.,1
George de Mestral did not live in Canada.,1
Sir Charles Parsons did not live in the U.S.,1
Henry Bessemer did not live in the U.S.,1
James Dyson did not live in Canada.,1
Jack Kilby did not live in the U.K.,1
Joseph Marie Jacquard did not live in France.,0
Carl Wilhelm Siemens did not live in the U.S.,1
Sir Humphry Davy did not live in the U.S.,1
Philipp Reis did not live in Finland.,1
Samuel Colt did not live in the U.S.,0
Bartolomeo Cristofori did not live in the U.S.,1
Mary Walton did not live in the U.S.,0
Felix Hoffmann did not live in Germany.,0
Lester Wire did not live in the U.K.,1
Frederick G. Creed did not live in Canada.,0
Hans von Ohain did not live in Canada.,1
Elihu Thomson did not live in the U.S.,0
Yvonne Brill did not live in the U.S.,1
Pierre Curie did not live in France.,0
James Hargreaves did not live in Sweden.,1
Nikolay Slavyanov did not live in Russia.,0
Dr. Robert Gallo did not live in the U.S.,0
Charles Goodyear did not live in the U.K.,1
Samuel Morse did not live in the U.S.,0
Daniel Fahrenheit did not live in Poland/Germany.,0
John Logie Baird did not live in Scotland.,0
Henri Giffard did not live in France.,0
Eugene Polley did not live in the U.S.,0
Zhores Alferov did not live in Russia.,0
Ferdinand Carré did not live in France.,0
Richard Trevithick did not live in the U.K.,0
Edmund Cartwright did not live in the U.S.,1
John Walker did not live in the U.K.,0
Semyon Kirlian did not live in the U.K.,1
Blaise Pascal did not live in France.,0
Mary Phelps Jacob did not live in Ukraine/the U.S.,1
Luther Simjian did not live in the U.S.,1
Benjamin Rubin did not live in the U.S.,0
Willem Einthoven did not live in the Netherlands.,0
Godfrey Hounsfield did not live in the U.K.,0
Yoshiro Nakamatsu did not live in Japan.,0
Sir Isaac Newton did not live in the U.S.,1
Ferdinand von Zeppelin did not live in France.,1
Auguste and Louis Lumière did not live in France.,0
Thomas Edison did not live in the U.K.,1
Cai Lun did not live in China.,0
