statement,label
It is the case both that the Spanish word 'escribir' means 'to write' and that the Spanish word 'suelo' means 'ground'.,1
It is the case both that the Spanish word 'tiempo' means 'market' and that the Spanish word 'miedo' means 'fear'.,0
It is the case both that the Spanish word 'negro' means 'black' and that the Spanish word 'industria' means 'industry'.,1
It is the case both that the Spanish word 'viaje' means 'system' and that the Spanish word 'decir' means 'order'.,0
It is the case both that the Spanish word 'hermana' means 'sister' and that the Spanish word 'muy' means 'temperature'.,0
It is the case both that the Spanish word 'viento' means 'wind' and that the Spanish word 'mar' means 'sea'.,1
It is the case both that the Spanish word 'tres' means 'three' and that the Spanish word 'cara' means 'name'.,0
It is the case both that the Spanish word 'caer' means 'to fall' and that the Spanish word 'poema' means 'to win'.,0
It is the case both that the Spanish word 'noche' means 'night' and that the Spanish word 'carta' means 'nothing'.,0
It is the case both that the Spanish word 'ruido' means 'noise' and that the Spanish word 'volar' means 'to hear'.,0
It is the case both that the Spanish word 'lugar' means 'place' and that the Spanish word 'tarde' means 'hand'.,0
It is the case both that the Spanish word 'barco' means 'hello' and that the Spanish word 'peligro' means 'danger'.,0
It is the case both that the Spanish word 'describir' means 'to die' and that the Spanish word 'antes' means 'before'.,0
It is the case both that the Spanish word 'de' means 'now' and that the Spanish word 'delgado' means 'thin'.,0
It is the case both that the Spanish word 'sol' means 'sun' and that the Spanish word 'viaje' means 'system'.,0
It is the case both that the Spanish word 'lanzar' means 'to throw' and that the Spanish word 'industria' means 'industry'.,1
It is the case both that the Spanish word 'rey' means 'king' and that the Spanish word 'parte' means 'part'.,1
It is the case both that the Spanish word 'jugar' means 'to play' and that the Spanish word 'crecer' means 'to grow'.,1
It is the case both that the Spanish word 'viento' means 'wind' and that the Spanish word 'temprano' means 'early'.,1
It is the case both that the Spanish word 'mariposa' means 'rose' and that the Spanish word 'calamar' means 'squid'.,0
It is the case both that the Spanish word 'historia' means 'history' and that the Spanish word 'amigo' means 'friend'.,1
It is the case both that the Spanish word 'amigo' means 'friend' and that the Spanish word 'grupo' means 'group'.,1
It is the case both that the Spanish word 'cosa' means 'thing' and that the Spanish word 'abrigo' means 'coat'.,1
It is the case both that the Spanish word 'isla' means 'island' and that the Spanish word 'escuchar' means 'market'.,0
It is the case both that the Spanish word 'nube' means 'to write' and that the Spanish word 'caliente' means 'hot'.,0
It is the case both that the Spanish word 'grupo' means 'group' and that the Spanish word 'leche' means 'glass'.,0
It is the case both that the Spanish word 'mil' means 'to eat' and that the Spanish word 'escuela' means 'school'.,0
It is the case both that the Spanish word 'mapa' means 'map' and that the Spanish word 'elegir' means 'to choose'.,1
It is the case both that the Spanish word 'imaginar' means 'to imagine' and that the Spanish word 'ballena' means 'whale'.,1
It is the case both that the Spanish word 'hombro' means 'shoulder' and that the Spanish word 'pero' means 'but'.,1
It is the case both that the Spanish word 'papel' means 'paper' and that the Spanish word 'uno' means 'one'.,1
It is the case both that the Spanish word 'soldado' means 'soldier' and that the Spanish word 'usar' means 'to fight'.,0
It is the case both that the Spanish word 'silla' means 'neighbor' and that the Spanish word 'enviar' means 'to send'.,0
It is the case both that the Spanish word 'hermana' means 'sister' and that the Spanish word 'diccionario' means 'dictionary'.,1
It is the case both that the Spanish word 'leer' means 'to read' and that the Spanish word 'vaca' means 'cow'.,1
It is the case both that the Spanish word 'rueda' means 'sister' and that the Spanish word 'venir' means 'to know'.,0
It is the case both that the Spanish word 'de' means 'now' and that the Spanish word 'nombre' means 'name'.,0
It is the case both that the Spanish word 'olor' means 'smell' and that the Spanish word 'sal' means 'horse'.,0
It is the case both that the Spanish word 'viento' means 'wind' and that the Spanish word 'ala' means 'wing'.,1
It is the case both that the Spanish word 'lobo' means 'leg' and that the Spanish word 'bueno' means 'good'.,0
It is the case both that the Spanish word 'historia' means 'office' and that the Spanish word 'rana' means 'frog'.,0
It is the case both that the Spanish word 'estudiante' means 'student' and that the Spanish word 'negro' means 'black'.,1
It is the case both that the Spanish word 'valle' means 'face' and that the Spanish word 'esquina' means 'corner'.,0
It is the case both that the Spanish word 'ver' means 'to see' and that the Spanish word 'mercado' means 'market'.,1
It is the case both that the Spanish word 'comer' means 'to eat' and that the Spanish word 'dos' means 'enemy'.,0
It is the case both that the Spanish word 'hombre' means 'simple' and that the Spanish word 'vender' means 'to sell'.,0
It is the case both that the Spanish word 'hola' means 'hello' and that the Spanish word 'sur' means 'south'.,1
It is the case both that the Spanish word 'derecho' means 'summer' and that the Spanish word 'pero' means 'but'.,0
It is the case both that the Spanish word 'primero' means 'first' and that the Spanish word 'noche' means 'night'.,1
It is the case both that the Spanish word 'hola' means 'hello' and that the Spanish word 'creer' means 'to fly'.,0
It is the case both that the Spanish word 'invierno' means 'winter' and that the Spanish word 'carne' means 'meat'.,1
It is the case both that the Spanish word 'bueno' means 'good' and that the Spanish word 'vaca' means 'cow'.,1
It is the case both that the Spanish word 'clase' means 'class' and that the Spanish word 'abrigo' means 'coat'.,1
It is the case both that the Spanish word 'coche' means 'car' and that the Spanish word 'carne' means 'meat'.,1
It is the case both that the Spanish word 'aprender' means 'light' and that the Spanish word 'muy' means 'temperature'.,0
It is the case both that the Spanish word 'pagar' means 'to pay' and that the Spanish word 'noche' means 'night'.,1
It is the case both that the Spanish word 'rosa' means 'rose' and that the Spanish word 'ciudad' means 'city'.,1
It is the case both that the Spanish word 'dibujar' means 'to draw' and that the Spanish word 'familia' means 'family'.,1
It is the case both that the Spanish word 'enviar' means 'to send' and that the Spanish word 'noche' means 'night'.,1
It is the case both that the Spanish word 'pagar' means 'to pay' and that the Spanish word 'parecer' means 'to seem'.,1
It is the case both that the Spanish word 'conjunto' means 'son' and that the Spanish word 'perdido' means 'test'.,0
It is the case both that the Spanish word 'leer' means 'to read' and that the Spanish word 'ayudar' means 'to help'.,1
It is the case both that the Spanish word 'llano' means 'chair' and that the Spanish word 'sencilla' means 'simple'.,0
It is the case both that the Spanish word 'oscuro' means 'dark' and that the Spanish word 'hueso' means 'bone'.,1
It is the case both that the Spanish word 'peligro' means 'danger' and that the Spanish word 'perro' means 'dog'.,1
It is the case both that the Spanish word 'parecer' means 'to seem' and that the Spanish word 'delgado' means 'thin'.,1
It is the case both that the Spanish word 'ejemplo' means 'example' and that the Spanish word 'pintar' means 'mouth'.,0
It is the case both that the Spanish word 'ayudar' means 'to help' and that the Spanish word 'esquina' means 'corner'.,1
It is the case both that the Spanish word 'esperanza' means 'hope' and that the Spanish word 'dar' means 'before'.,0
It is the case both that the Spanish word 'preguntar' means 'to describe' and that the Spanish word 'reloj' means 'clock'.,0
It is the case both that the Spanish word 'estudiante' means 'student' and that the Spanish word 'conectar' means 'to connect'.,1
It is the case both that the Spanish word 'vaca' means 'cow' and that the Spanish word 'nunca' means 'to hear'.,0
It is the case both that the Spanish word 'pasar' means 'to pass' and that the Spanish word 'piel' means 'skin'.,1
It is the case both that the Spanish word 'oro' means 'story' and that the Spanish word 'arena' means 'sand'.,0
It is the case both that the Spanish word 'planta' means 'cloud' and that the Spanish word 'nube' means 'to write'.,0
It is the case both that the Spanish word 'industria' means 'industry' and that the Spanish word 'joven' means 'hot'.,0
It is the case both that the Spanish word 'suelo' means 'ground' and that the Spanish word 'multiplicar' means 'to multiply'.,1
It is the case both that the Spanish word 'clase' means 'class' and that the Spanish word 'flor' means 'market'.,0
It is the case both that the Spanish word 'oro' means 'story' and that the Spanish word 'temperatura' means 'hand'.,0
It is the case both that the Spanish word 'higo' means 'fig' and that the Spanish word 'toro' means 'bull'.,1
It is the case both that the Spanish word 'industria' means 'industry' and that the Spanish word 'huevo' means 'egg'.,1
It is the case both that the Spanish word 'caballo' means 'horse' and that the Spanish word 'desarrollar' means 'to develop'.,1
It is the case both that the Spanish word 'palabra' means 'word' and that the Spanish word 'cantar' means 'simple'.,0
It is the case both that the Spanish word 'tiempo' means 'market' and that the Spanish word 'fuego' means 'fire'.,0
It is the case both that the Spanish word 'medir' means 'to carry' and that the Spanish word 'mundo' means 'zebra'.,0
It is the case both that the Spanish word 'naturaleza' means 'to buy' and that the Spanish word 'recibir' means 'time'.,0
It is the case both that the Spanish word 'adivinar' means 'war' and that the Spanish word 'tren' means 'train'.,0
It is the case both that the Spanish word 'desarrollar' means 'to develop' and that the Spanish word 'fuerza' means 'force'.,1
It is the case both that the Spanish word 'gato' means 'cat' and that the Spanish word 'tren' means 'train'.,1
It is the case both that the Spanish word 'dinero' means 'mouth' and that the Spanish word 'caminar' means 'to walk'.,0
It is the case both that the Spanish word 'esperanza' means 'hope' and that the Spanish word 'toro' means 'bull'.,1
It is the case both that the Spanish word 'delgado' means 'thin' and that the Spanish word 'opuesta' means 'dress'.,0
It is the case both that the Spanish word 'siglo' means 'large' and that the Spanish word 'chica' means 'to eat'.,0
It is the case both that the Spanish word 'mercado' means 'market' and that the Spanish word 'gobernar' means 'to eat'.,0
It is the case both that the Spanish word 'tren' means 'train' and that the Spanish word 'piel' means 'skin'.,1
It is the case both that the Spanish word 'ala' means 'wing' and that the Spanish word 'granja' means 'woman'.,0
It is the case both that the Spanish word 'semilla' means 'seed' and that the Spanish word 'familia' means 'family'.,1
It is the case both that the Spanish word 'plata' means 'silver' and that the Spanish word 'nada' means 'nothing'.,1
It is the case both that the Spanish word 'resultado' means 'result' and that the Spanish word 'famoso' means 'to believe'.,0
It is the case both that the Spanish word 'delgado' means 'thin' and that the Spanish word 'hombro' means 'shoulder'.,1
It is the case both that the Spanish word 'especial' means 'strong' and that the Spanish word 'de' means 'now'.,0
It is the case both that the Spanish word 'luchar' means 'heat' and that the Spanish word 'conejo' means 'rabbit'.,0
It is the case both that the Spanish word 'tierra' means 'land' and that the Spanish word 'cantar' means 'simple'.,0
It is the case both that the Spanish word 'palabra' means 'word' and that the Spanish word 'oferta' means 'offer'.,1
It is the case both that the Spanish word 'preguntar' means 'to describe' and that the Spanish word 'comer' means 'to eat'.,0
It is the case both that the Spanish word 'azul' means 'eye' and that the Spanish word 'persona' means 'person'.,0
It is the case both that the Spanish word 'mar' means 'sea' and that the Spanish word 'toro' means 'bull'.,1
It is the case both that the Spanish word 'pierna' means 'leg' and that the Spanish word 'espalda' means 'back'.,1
It is the case both that the Spanish word 'siete' means 'seven' and that the Spanish word 'vecino' means 'neighbor'.,1
It is the case both that the Spanish word 'esquina' means 'corner' and that the Spanish word 'historia' means 'history'.,1
It is the case both that the Spanish word 'tierra' means 'land' and that the Spanish word 'suficiente' means 'enough'.,1
It is the case both that the Spanish word 'tren' means 'train' and that the Spanish word 'lago' means 'month'.,0
It is the case both that the Spanish word 'edad' means 'clock' and that the Spanish word 'proteger' means 'dry'.,0
It is the case both that the Spanish word 'ballena' means 'whale' and that the Spanish word 'calor' means 'dry'.,0
It is the case both that the Spanish word 'mapa' means 'map' and that the Spanish word 'veinte' means 'twenty'.,1
It is the case both that the Spanish word 'agudo' means 'sharp' and that the Spanish word 'hacer' means 'lost'.,0
It is the case both that the Spanish word 'vaca' means 'cow' and that the Spanish word 'oso' means 'bear'.,1
It is the case both that the Spanish word 'tres' means 'three' and that the Spanish word 'fruta' means 'goat'.,0
It is the case both that the Spanish word 'caballo' means 'horse' and that the Spanish word 'papel' means 'paper'.,1
It is the case both that the Spanish word 'peligro' means 'danger' and that the Spanish word 'pagar' means 'to pay'.,1
It is the case both that the Spanish word 'pie' means 'lake' and that the Spanish word 'izquierda' means 'never'.,0
It is the case both that the Spanish word 'piso' means 'set' and that the Spanish word 'carta' means 'nothing'.,0
It is the case both that the Spanish word 'rojo' means 'red' and that the Spanish word 'sencilla' means 'simple'.,1
It is the case both that the Spanish word 'grande' means 'large' and that the Spanish word 'peligro' means 'danger'.,1
It is the case both that the Spanish word 'estrella' means 'star' and that the Spanish word 'viejo' means 'old'.,1
It is the case both that the Spanish word 'tren' means 'train' and that the Spanish word 'oso' means 'bear'.,1
It is the case both that the Spanish word 'escribir' means 'to write' and that the Spanish word 'perro' means 'dog'.,1
It is the case both that the Spanish word 'caminar' means 'to walk' and that the Spanish word 'viento' means 'wind'.,1
It is the case both that the Spanish word 'tren' means 'train' and that the Spanish word 'hola' means 'hello'.,1
It is the case both that the Spanish word 'esclavo' means 'slave' and that the Spanish word 'antes' means 'before'.,1
It is the case both that the Spanish word 'oveja' means 'sheep' and that the Spanish word 'dar' means 'before'.,0
It is the case both that the Spanish word 'frase' means 'paper' and that the Spanish word 'calor' means 'dry'.,0
It is the case both that the Spanish word 'toro' means 'bull' and that the Spanish word 'mapa' means 'map'.,1
It is the case both that the Spanish word 'verano' means 'to push' and that the Spanish word 'reloj' means 'clock'.,0
It is the case both that the Spanish word 'igual' means 'to imagine' and that the Spanish word 'esposa' means 'wife'.,0
It is the case both that the Spanish word 'tierra' means 'land' and that the Spanish word 'negro' means 'black'.,1
It is the case both that the Spanish word 'fruta' means 'goat' and that the Spanish word 'ocupado' means 'busy'.,0
It is the case both that the Spanish word 'grande' means 'large' and that the Spanish word 'industria' means 'industry'.,1
